0,1,id,cluster_id,cluster_name,attributes
-20.498455,-2.7494946,361,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,362,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,363,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,364,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,365,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,366,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,367,0,Hoppy Ales,"ale, hoppy, hoppy ale"
22.9594,-5.898182,368,2,Sours,"ale, conditioned, fresh, hoppy, hoppy ale, lactose, madagascar, madagascar vanilla, orange zest, vanilla"
35.51396,-4.4920545,369,1,Stouts,"@rojosroastery, black walnut, brewed, cinnamon, coffee, conditioned, hazelnut, lactose, milk, milk stout, palo santo, stout"
21.518696,-2.9888055,370,2,Sours,"ale, brewed, conditioned, hoppy, hoppy ale, lactose, madagascar, madagascar vanilla, vanilla"
-20.498455,-2.7494946,371,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,372,0,Hoppy Ales,"@omnipollo, ale, hoppy, hoppy ale"
-20.498455,-2.7494946,373,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,374,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,375,0,Hoppy Ales,"@brujos_brewing, ale, hoppy, hoppy ale"
22.669504,3.8594723,376,3,IPAs Conditioned On,"@rojosroastery, aged, baltic porter, coffee, conditioned, lagered, madagascar vanilla, porter, vanilla"
-20.498455,-2.7494946,377,0,Hoppy Ales,"ale, hoppy, hoppy ale"
21.74682,3.0407116,378,3,IPAs Conditioned On,"apple, apple cider, cider, lager, palo santo"
-20.498455,-2.7494946,379,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,380,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,381,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,382,0,Hoppy Ales,"ale, hoppy, hoppy ale"
24.321722,0.77966243,383,3,IPAs Conditioned On,"conditioned, flakes, imperial stout, raw coconut, stout, toasted coconut"
-20.498455,-2.7494946,384,0,Hoppy Ales,"ale, hoppy, hoppy ale"
22.577024,-1.8367478,385,0,Hoppy Ales,"ale, conditioned, hoppy, hoppy ale, madagascar, madagascar vanilla, no lactose, vanilla"
-20.498455,-2.7494946,386,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,387,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,388,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,389,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,390,0,Hoppy Ales,"ale, hoppy, hoppy ale"
31.73916,-2.7037218,391,1,Stouts,"aged, barrels, beans, bourbon, bourbon, bourbon barrel aged, bourbon barrel aged maple syrup, bourbon barrels, bourbon barrels, cinnamon, conditioned, imperial, imperial, imperial milk stout, imperial milk stout, indonesian, indonesian cinnamon, madagascar, maple syrup, mexican, milk, milk stout, milk stout, stout, ugandan, vanilla, vanilla, vanilla beans"
-20.498455,-2.7494946,392,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,393,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,394,0,Hoppy Ales,"ale, hoppy, hoppy ale"
30.023514,-4.0102158,395,2,Sours,"@omnipollo, ale, candy, hoppy, hoppy ale, jam, madagascar vanilla, no lactose, strawberry, strawberry candy, strawberry jam, vanilla"
-20.498455,-2.7494946,396,0,Hoppy Ales,"ale, hoppy, hoppy ale"
20.308746,7.1726236,397,3,IPAs Conditioned On,"@rojosroastery, coffee, conditioned, imperial, imperial stout, stout"
-20.498455,-2.7494946,398,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,399,0,Hoppy Ales,"ale, hoppy, hoppy ale"
23.554674,1.32672,400,3,IPAs Conditioned On,"conditioned, lager, lemon, salt, sea salt, zested"
21.981104,5.1605783,401,3,IPAs Conditioned On,"barleywine, cinnamon, coconut, conditioned, toasted, toasted coconut"
-20.498455,-2.7494946,402,0,Hoppy Ales,"ale, hoppy, hoppy ale"
14.1264105,14.174317,403,3,IPAs Conditioned On,"hoppy, lager"
-20.498455,-2.7494946,404,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,405,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,406,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,407,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,408,0,Hoppy Ales,"ale, hoppy, hoppy ale"
-20.498455,-2.7494946,409,0,Hoppy Ales,"ale, hoppy, hoppy ale"
